,topic,category,content
367,Very tough for DC to make a comeback after their 91-run loss vs CSK: Kaif,sports,"Ex-India batter Mohammad Kaif said it is ""very difficult"" for DC to make a comeback following their defeat against CSK by 91 runs. ""Self-doubts creep in after such defeats. Fans will be really disappointed as they wouldn't have expected such an effort,"" added Kaif. ""They are depending a lot on David Warner. It's...like when Warner scores, DC wins,"" stated Kaif."
368,"Batters were poor, let us down; that's been our story: Rohit on loss vs KKR",sports,"Discussing MI's loss by 52 runs against KKR, MI captain Rohit Sharma said it was a ""poor"" performance with the bat, adding that the batters let the team down. ""That has been the story for us,"" stated Rohit. ""I am disappointed with the way we batted,"" he said. It was MI's ninth defeat in IPL 2022."
369,"Once a king, always a king: Harbhajan to Bumrah on his 5/10 vs KKR",sports,"Following MI pacer Jasprit Bumrah's five-wicket haul against KKR in IPL 2022, Harbhajan Singh tweeted, ""Once a king, always a king. What a phenomenal spell by Bumrah."" S Badrinath took to Twitter and wrote, ""Form is temporary, class is permanent. Boom boom performance."" Bumrah posted bowling figures of 4-1-10-5 to help restrict KKR to 165/9 in 20 overs."
370,We had our chance: Bumrah after loss to KKR by 52 runs ,sports,"After registering his best-ever T20 figures against KKR on Monday, Mumbai Indians pacer Jasprit Bumrah has said that they had their ""chance"" after losing the game by 52 runs. ""Always a good feeling to contribute but the important thing is for the team to win. We had our chance to do that but couldn't get it done,"" Bumrah said. "
371,"FIFA asks Brazil, Argentina to play abandoned WC qualifier again",sports,"Argentina and Brazil have been asked by FIFA to replay their 2022 World Cup qualifier, which was abandoned due to the alleged breach of COVID-19 protocols by the Argentinian side in September 2021. Both teams have qualified for the World Cup in Qatar, with Brazil topping the South American zone qualifying standings and Argentina finishing second."
372,Lovlina Borgohain starts with a win at the World Boxing Championships,sports,"Indian boxer Lovlina Borgohain won her first bout at the 12th IBA Women's World Boxing Championships. The 24-year-old boxer defeated the Chinese Taipei boxer and former world champion, Chen Nien-Chin, by 3-2 in the 70kg category event. Notably, Borgohain will now meet England's Cindy Ngamba in the 'Round of 16' match on Friday. "
373,"Pak to tour Sri Lanka for just 2 Tests, ODIs removed on SLC's request",sports,"Pakistan will play only a two-match Test series during their tour of Sri Lanka in the month of July-August as the three-match ODI series has been cancelled as per requests from Sri Lanka cricket board. Final dates are yet to be announced. While Test series is part of World Test Championship 2021-23, ODIs weren't included in World Cup Super League."
374,"I want to keep on improving like Federer, Nadal, Djokovic: Alcaraz",sports,"World number six Carlos Alcaraz, who recently won tour-leading fourth title of the year at Madrid Open, said he looks up to Roger Federer, Rafael Nadal and Novak Djokovic as they don't stop improving. ""I want to keep on progressing. I have really good shots...but I know that I can improve them and they can be even better,"" he added."
375,India beat Canada 5-0 to qualify for knockouts at 2022 Thomas Cup,sports,"India reached the knockout stage of 2022 Thomas Cup Finals after a 5-0 win against Canada in their Group C match in Bangkok on Monday. Notably, this is India's second successive win in the group. Ex-world number one Kidambi Srikanth gave India 1-0 lead followed by two doubles and two singles match wins. India will face Chinese Taipei on Wednesday."
376,"Alyssa Healy, Keshav Maharaj named ICC Players of the Month for April",sports,"Australia wicketkeeper-batter Alyssa Healy and South Africa spinner Keshav Maharaj have been voted as the ICC Women’s and Men’s Players of the Month, respectively for April 2022. Healy won the award for her match-winning innings of 170 in the 2022 Women's World Cup final against England. Meanwhile, Maharaj won the award for taking 16 wickets in two Tests against Bangladesh."
377,I was contemplating retiring out to get Dinesh Karthik in: Faf du Plessis,sports,"RCB captain Faf du Plessis has revealed that he was contemplating retiring out against SRH to get Dinesh Karthik in. Talking about Dinesh Karthik scoring 30*(8), Du Plessis said, ""If Karthik keeps hitting sixes like that, everyone always wants to get him in and bat for as long as possible...He’s just so clear."""
378,Suryakumar Yadav ruled out of remaining IPL 2022 matches,sports,"MI batter Suryakumar Yadav has been ruled out of the remaining matches of IPL 2022 owing to a left forearm muscle injury. He had sustained the injury during MI's match against GT on May 6. Suryakumar played 8 matches for MI this season, scoring 303 runs at an average of 43.29, including three half centuries."
379,"MI to bowl first against KKR; MI make 1 change, KKR make 5 changes ",sports,"MI captain Rohit Sharma won the toss and elected to bowl first against KKR in their IPL 2022 match on Monday. MI have made one change to their playing XI, with injured Suryakumar Yadav being replaced by Ramandeep Singh. Meanwhile, KKR have included Ajinkya Rahane, Venkatesh Iyer, Sheldon Jackson, Pat Cummins and Varun Chakaravarthy in their playing XI."
380,"MS Dhoni heard saying 'Well done, old man' to Dwayne Bravo on stump mic",sports,"CSK's 40-year-old captain MS Dhoni was heard saying 'Well done, old man' to 38-year-old all-rounder Dwayne Bravo after his fielding effort in DC's 17th over on Sunday. Bravo had made a diving effort to stop a single at the cover area. CSK went on to defeat DC by 91 runs, registering the biggest win of IPL 2022."
381,A simple 'forget me not' message: Kaif as Pujara hits 4 tons in 4 straight county matches,sports,"After Cheteshwar Pujara smashed four hundreds in four straight county matches, former India batter Mohammad Kaif tweeted, ""What do great players do when out of India team? Knock the selectors' doors with 100s and 200s like Pujara."" He added, ""Away from IPL glamour, a simple 'forget me not' message."" Pujara has scored 717 runs in the ongoing county season."
382,"When I raised voice against forced conversion, I was threatened: Kaneria amid Afridi feud",sports,"Amid his feud with ex-Pakistan captain Shahid Afridi, Danish Kaneria said that when he raised his voice against forced conversion, he was threatened that his career would be destroyed. After Afridi criticised Kaneria for giving an interview against him to an Indian channel, Kaneria tweeted, ""India isn't our enemy...Our enemies are those who instigate people in...name of religion."""
383,Injected Rizwan with prohibited substance for recovery after asking ICC: Doctor on T20 WC,sports,Pakistan cricket team doctor Najeebullah Soomro has revealed that Pakistan wicketkeeper-batter Muhammad Rizwan was injected with a prohibited substance for recovery after he developed a severe chest infection ahead of the T20 World Cup 2021 semi-final. Soomro said that doctors took prior permission from ICC. Rizwan spent two nights in ICU and went on to play the semi-final against Australia.
384,Marriage is working for him: CSK's Moeen Ali on Conway smashing 3 fifties in a row,sports,"Referring to his teammate Devon Conway smashing three straight fifties in IPL 2022, CSK all-rounder Moeen Ali said, ""Obviously marriage is working for him. He is doing well ever since."" Calling Devon a ""brilliant player"", Moeen added, ""He is somebody who gets a lot of runs...he's got great shots."" Conway had briefly left the bio-bubble for his marriage last month."
385,Jasprit Bumrah's form in IPL 2022 is not a concern at all: Ravi Shastri,sports,"Ex-India coach Ravi Shastri has said MI pacer Jasprit Bumrah's form in the ongoing IPL season is ""not a concern at all"". ""It's just that oppositions have played him differently. They don't want to give him wickets...there's no issue of ability whatsoever,"" added Shastri. Bumrah has picked five wickets in their 10 games so far in the ongoing IPL season. "
386,I fully back every decision Pant takes on the field: Ponting ,sports,"DC head coach Ricky Ponting said he ""fully backs every decision"" that Rishabh Pant takes on the field during their matches. ""It's easy to make judgments from outside but...when you're in the middle it's not an easy thing to do,"" he added. DC have lost six of their 11 games and are placed fifth on the IPL 2022 points table. "
387,Happy to build partnership with Gaikwad: Conway after 91-run win over DC,sports,"After posting 110 runs opening partnership and helping his side win by 91 runs against DC, CSK opener Devon Conway has said that he is happy to ""build the partnership"" with opening partner Ruturaj Gaikwad. ""The way he is playing eases my job. Being an all-format player is my brand,"" Conway said after scoring 87 runs off 49 balls."
388,"Need to get creative, come up with ways to change the momentum: Williamson ",sports,"SRH captain Kane Williamson said they need to come up with ways to change the momentum after they suffered their fourth straight defeat in the ongoing IPL season. ""I think earlier in the competition when there was assistance with the new ball, we were certainly very threatening, so [now] we need to go back to the drawing board,"" he added. "
