,topic,category,content
484,"Russia bans entry of 29 Americans including Zuckerberg, US VP Kamala",technology,"Russia on Thursday banned 29 Americans from entering the Russian Federation ""indefinitely"". The Americans who were banned from entering Russia include Facebook Co-founder Mark Zuckerberg, US Vice President Kamala Harris, Deputy Defence Secretary Kathleen Hicks and Pentagon spokesperson John Kirby and other business leaders, officials and journalists. Russia also barred the entry of 61 Canadians."
485,Elon Musk secures $46.5 billion in funding to buy Twitter,technology,"The world's richest person Elon Musk has said a $46.5 billion financing is lined up to acquire Twitter and he is considering starting a tender offer for its outstanding shares. Musk said Morgan Stanley and other financial institutions have committed around $25.5 billion in debt financing. ""Almost $21 billion comes from Musk's own pocket through equity financing,"" Bloomberg reported."
486,"If Twitter bid succeeds, will defeat spam bots or die trying: Musk",technology,"Tesla CEO Elon Musk in a tweet said that if their Twitter acquisition offer succeeds, they will ""defeat all spambots or die trying!"" In another tweet posted on Friday he said, ""And authenticate all real humans."" Musk also said that he has lined up $46.5 billion in financing to acquire Twitter and is considering taking his offer directly to shareholders. 
"
487,Ackman sells $1.1 bn Netflix stock at $400 mn loss after shares fall 35%,technology,"Billionaire Bill Ackman has sold his entire stock worth $1.1 billion in Netflix at over $400 million loss three months after acquiring the position. Netflix shares crashed over 35% on Wednesday in their biggest drop since October 2011. ""We have lost confidence in our ability to predict the company's future prospects with a sufficient degree of certainty,"" Ackman said."
488,Sheryl Sandberg pressurised news site to drop stories about ex-boyfriend: Report,technology,"Meta COO Sheryl Sandberg twice pressurised the Daily Mail to abandon reporting damaging stories about her then-boyfriend, Activision CEO Bobby Kotick, as per a report. Sandberg reportedly contacted the Daily Mail in 2016 and 2019 as it worked on stories that revealed that one of Kotick’s former girlfriends had obtained a temporary restraining order against him in 2014."
489,Musk confirms Tesla is working on robotaxi with no steering wheel or pedals,technology,"Tesla CEO Elon Musk, while presenting the company's Q1 2022 financial results, confirmed that Tesla is working on a robotaxi. ""We're working on a new vehicle...which is a dedicated robotaxi that's highly optimised for autonomy, meaning it would not have [a] steering wheel or pedals,"" said Musk. ""We aspire to reach volume production of that in 2024,"" added Musk."
490,Consider working at Boring Company: Musk as his company raises $675 mn,technology,"World's richest person Elon Musk tweeted, ""Please consider working at The Boring Company! Our goal is to solve traffic, which plagues every major city on Earth."" Musk tweeted this after his company, which builds tunnels for vehicles to avoid traffic, raised $675 million in funding at a $5.675 billion valuation. ""Purpose is to recruit amazing people,"" The Boring Company tweeted."
491,I don't take my phones to meetings to avoid being spied on: EU tech chief,technology,"The EU's technology chief Margrethe Vestager advised not to take phones to important meetings to avoid digital espionage. ""I'd leave my phones and my iPad outside of the room before entering,"" she said. ""Most of my feed is so boring that even if you had access to it, you'd think oh my God, this woman...she has no life,"" she added."
492,BMW unveils new all-electric i7 with 'private cinema screen' in the back seat,technology,"German carmaker BMW has unveiled its all-electric 2023 BMW i7 sedan. It features what BMW is calling a 'Theatre Screen', a 31.3-inch panoramic display in 32:9 format with 8K resolution which extends downwards from the roof. ""The screen transforms the second row of seats into an exclusive private cinema on wheels,"" BMW said."
493,"Instagram to downrank TikTok reposts, promote native content",technology,"Instagram Head Adam Mosseri has announced the company's plan to downrank Reels videos that are not original to the platform. This means all the reshared content from apps like TikTok will soon be shown less to promote original content. ""If you create something from scratch, you should get more credit than if you're resharing something,"" Mosseri stated."
494,Elon Musk's Boring Company raises $675 mn at $6 bn valuation,technology,"World's richest person Elon Musk-led The Boring Company has raised $675 million in a funding round led by Vy Capital and Sequoia Capital. The round has valued the startup at nearly $6 billion. The funding also saw participation from Valor Equity Partners, Founders Fund, 8VC, Craft Ventures, and DFJ Growth. The startup had last raised $120 million three years ago."
495,Tesla robot to be worth more than its self-driving business: Musk,technology,"World's richest person and Tesla CEO, Elon Musk, said the company's robot Optimus would eventually be worth more than its full self-driving (FSD) business. ""I was surprised that people didn't realise the magnitude of the Optimus robot program,"" Musk stated during Wednesday's earnings call. Optimus, a 5'8"" humanoid robot, was first introduced in August 2021 during Tesla's inaugural AI Day."
496,Amazon acquires B'luru-based social commerce startup GlowRoad,technology,"Amazon has acquired Bengaluru-based social commerce startup GlowRoad in an all-cash deal. GlowRoad, which is backed by venture capital fund Accel, Vertex Ventures, among others, was reportedly last valued at around $75 million. Post the deal, GlowRoad's team of around 170 employees will join Amazon and it will continue to be run as an independent unit for now."
497,Not sure how it got through review: Binance on its swastika-like emoji,technology,"Cryptocurrency exchange Binance took to Twitter to react to the issue surrounding an emoji it unveiled earlier, saying, ""Well that was...really embarrassing. We're not sure how that emoji got through...layers of review without anyone noticing."" Several users had pointed out the emoji's resemblance to swastika symbol used by Nazis. ""We immediately flagged the issue, pulled it down,"" Binance added."
